,brand,category,words,emotion
530,0,5,"('설거지', 0.40039581060409546)",999
531,0,5,"('핀', 0.38405996561050415)",999
532,0,5,"('메시지', 1.0)",999
533,0,5,"('메세지', 0.7546451091766357)",999
534,0,5,"('카톡', 0.6783455610275269)",999
535,0,5,"('카카오톡', 0.6221662759780884)",999
536,0,5,"('문자', 0.6015582084655762)",999
537,0,5,"('전송', 0.4920915961265564)",999
538,0,5,"('보이', 0.4517640471458435)",999
539,0,5,"('채팅', 0.4308454990386963)",999
540,0,5,"('메신저', 0.4229332506656647)",999
541,0,5,"('창', 0.40863752365112305)",999
542,0,5,"('메모', 0.3838316798210144)",999
543,0,5,"('배달', 1.0)",999
544,0,5,"('음식', 0.6653426885604858)",999
545,0,5,"('주문', 0.644434928894043)",999
546,0,5,"('치킨', 0.5856618881225586)",999
547,0,5,"('도미노피자', 0.522204577922821)",999
548,0,5,"('피자', 0.513627290725708)",999
549,0,5,"('은행', 0.46650198101997375)",999
550,0,5,"('장보기', 0.4558848738670349)",999
551,0,5,"('쇼핑', 0.4412469267845154)",999
552,0,5,"('택시', 0.4392116963863373)",999
553,0,5,"('팟캐스트', 0.4390312433242798)",999
554,0,5,"('보내', 1.0)",999
555,0,5,"('셋톱박스', 1.0)",999
556,0,5,"('탑', 0.5979770421981812)",999
557,0,5,"('톱', 0.5681438446044922)",999
558,0,5,"('올레', 0.5607010126113892)",999
559,0,5,"('티비', 0.5238780975341797)",999
560,0,5,"('셋', 0.5236522555351257)",999
561,0,5,"('지니', 0.4875919222831726)",999
562,0,5,"('리모', 0.46017590165138245)",999
563,0,5,"('임대료', 0.4523804187774658)",999
564,0,5,"('리모컨', 0.44186127185821533)",999
565,0,5,"('브로드밴드', 0.4203311502933502)",999
566,0,5,"('쇼핑', 1.0)",999
567,0,5,"('싱', 0.5461653470993042)",999
568,0,5,"('찬스', 0.5334370732307434)",999
569,0,5,"('폴', 0.5151605606079102)",999
570,0,5,"('배달', 0.44124698638916016)",999
571,0,5,"('금융', 0.4108009338378906)",999
572,0,5,"('장보기', 0.4104493260383606)",999
573,0,5,"('한영사전', 0.4051583409309387)",999
574,0,5,"('음식', 0.39576345682144165)",999
575,0,5,"('주문', 0.37975892424583435)",999
576,0,5,"('은행', 0.3780069947242737)",999
577,0,5,"('스마트홈', 1.0)",999
578,0,5,"('애플', 1.0)",999
579,0,5,"('구글', 0.6474820375442505)",999
580,0,5,"('시리', 0.5702004432678223)",999
581,0,5,"('삼성', 0.5521402359008789)",999
582,0,5,"('팟', 0.5375142693519592)",999
583,0,5,"('아이폰', 0.5335561037063599)",999
584,0,5,"('알렉사', 0.5166171789169312)",999
